"key,""scientificName"",""decimalLatitude"",""decimalLongitude"",""issues"",""datasetKey"",""publishingOrgKey"",""installationKey"",""publishingCountry"",""protocol"",""lastCrawled"",""lastParsed"",""crawlId"",""extensions"",""basisOfRecord"",""taxonKey"",""kingdomKey"",""phylumKey"",""classKey"",""orderKey"",""familyKey"",""genusKey"",""speciesKey"",""acceptedTaxonKey"",""acceptedScientificName"",""kingdom"",""phylum"",""order"",""family"",""genus"",""species"",""genericName"",""specificEpithet"",""taxonRank"",""taxonomicStatus"",""dateIdentified"",""coordinateUncertaintyInMeters"",""stateProvince"",""year"",""month"",""day"",""eventDate"",""modified"",""lastInterpreted"",""references"",""license"",""identifiers"",""facts"",""relations"",""geodeticDatum"",""class"",""countryCode"",""recordedByIDs"",""identifiedByIDs"",""country"",""rightsHolder"",""identifier"",""http...unknown.org.nick"",""informationWithheld"",""verbatimEventDate"",""datasetName"",""verbatimLocality"",""collectionCode"",""gbifID"",""occurrenceID"",""taxonID"",""catalogNumber"",""recordedBy"",""http...unknown.org.occurrenceDetails"",""institutionCode"",""rights"",""occurrenceRemarks"",""identificationID"",""name"",""organismQuantity"",""organismQuantityType"",""http...rs.tdwg.org.dwc.terms.organismQuantity"",""institutionID"",""county"",""eventTime"",""samplingProtocol"",""http...rs.tdwg.org.dwc.terms.organismQuantityType"",""type"",""elevation"",""elevationAccuracy"",""verbatimCoordinateSystem"",""vernacularName"",""verbatimElevation"",""individualCount"",""habitat"",""samplingEffort"",""locality"",""eventRemarks"",""language"",""locationAccordingTo"",""locationRemarks"",""previousIdentifications"",""fieldNotes"",""identificationRemarks"",""continent"",""recordNumber"",""preparations"",""identifiedBy"",""coordinatePrecision"",""identificationReferences"",""acceptedNameUsage"",""verbatimTaxonRank"",""lifeStage"",""georeferencedBy"",""associatedReferences"",""municipality"",""taxonRemarks"",""sex"",""higherClassification"",""dynamicProperties"",""georeferenceRemarks"",""disposition"",""reproductiveCondition"",""eventID"",""identificationVerificationStatus"",""occurrenceStatus"",""originalNameUsage"",""datasetID"",""nameAccordingTo"",""depth"",""depthAccuracy"",""higherGeography"",""otherCatalogNumbers"",""establishmentMeans"",""infraspecificEpithet"",""nomenclaturalCode"",""endDayOfYear"",""startDayOfYear"",""accessRights"",""bibliographicCitation"",""collectionID"",""georeferenceVerificationStatus"",""behavior"",""fieldNumber"",""organismID"",""ownerInstitutionCode"",""associatedOccurrences"",""X.1f2c0cbe.40df.43f6.ba07.e76133e78c31."",""georeferencedDate"",""georeferenceProtocol"",""identificationQualifier"",""georeferenceSources"",""typeStatus"",""locationID"",""parentNameUsage"",""projectId"",""earliestAgeOrLowestStage"",""namePublishedInYear"",""taxonConceptID"",""lithostratigraphicTerms"",""http...unknown.org.rights"",""http...unknown.org.language"",""http...unknown.org.rightsHolder"",""associatedSequences"",""organismRemarks""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1434660966,""Speothos venaticus (Lund, 1842)"",NA,NA,""conti"",""3959ee49-7678-4a88-9049-5dfc55ccebf3"",""2cd829bb-b713-433d-99cf-64bef11e5b3e"",""86c2834b-fcd6-418d-9b32-aca45110a0fe"",""FR"",""DWC_ARCHIVE"",""2020-04-07T15:33:11.904+0000"",""2020-04-07T15:40:29.085+0000"",290,""none"",""PRESERVED_SPECIMEN"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1987,NA,NA,""1987-01-01T00:00:00"",""2011-03-02T15:17:35.000+0000"",""2020-04-07T15:40:29.085+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""GF"",""none"",""none"",""French Guiana"",NA,""http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1991-271"",NA,NA,NA,NA,NA,""ZM"",""1434660966"",""http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1991-271"",NA,""MO-1991-271"",""Dubost, G�rard|Dubost, G�rard"",NA,""MNHN"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"911674577,""Speothos venaticus venaticus"",NA,NA,"""",""854f70cc-55e3-4af2-9417-0f47d6c7902d"",""acac73b0-055d-11d8-b84f-b8a03c50a862"",""a957a663-2f17-415f-b1c8-5cf6398df8ed"",""US"",""DWC_ARCHIVE"",""2020-02-06T06:46:29.419+0000"",""2020-02-10T20:40:48.034+0000"",133,""none"",""PRESERVED_SPECIMEN"",7193876,1,44,359,732,9701,2434443,2434444,7193876,""Speothos venaticus venaticus"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SUBSPECIES"",""ACCEPTED"",NA,NA,""California"",1986,3,4,""1986-03-04T00:00:00"",""2015-02-20T00:00:00.000+0000"",""2020-02-10T20:40:48.034+0000"",""http://portal.vertnet.org/o/ttu/mammals?id=43534"",""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""US"",""none"",""none"",""United States of America"",NA,""urn:catalog:TTU:Mammals:43534"",NA,NA,""3/4/1986"",NA,""UNITED STATES | CALIFORNIA | SAN DIEGO | SAN DIEGO ZOOLOGICAL GARDENS"",""Mammals"",""911674577"",""urn:catalog:TTU:Mammals:43534"",NA,""43534"",""OWEN, R D";" JONES, E M"",NA,""TTU"",NA,NA,NA,""Speothos venaticus venaticus"",NA,NA,NA,""urn:lsid:biocol.org:col:34902"",""San Diego"",NA,NA,NA,""PhysicalObject"",NA,NA,NA,NA,NA,NA,NA,NA,""SAN DIEGO ZOOLOGICAL GARDENS"",NA,""en"",NA,NA,NA,NA,NA,""NORTH_AMERICA"",""248"",""AL | alcoholic"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""MALE"",""SPEOTHOS"",NA,NA,NA,NA,NA,NA,""present"",NA,NA,NA,NA,NA,""| United States | California | San Diego |  |  |  |"",NA,""NATIVE"",""venaticus"",""ICZN"",""63"",""63"",""http://vertnet.org/resources/norms.html"",NA,NA,NA,NA,""TK907094"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"911674609,""Speothos venaticus venaticus"",NA,NA,"""",""854f70cc-55e3-4af2-9417-0f47d6c7902d"",""acac73b0-055d-11d8-b84f-b8a03c50a862"",""a957a663-2f17-415f-b1c8-5cf6398df8ed"",""US"",""DWC_ARCHIVE"",""2020-02-06T06:46:29.419+0000"",""2020-02-10T20:40:45.205+0000"",133,""none"",""PRESERVED_SPECIMEN"",7193876,1,44,359,732,9701,2434443,2434444,7193876,""Speothos venaticus venaticus"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SUBSPECIES"",""ACCEPTED"",NA,NA,""California"",1986,3,4,""1986-03-04T00:00:00"",""2015-02-20T00:00:00.000+0000"",""2020-02-10T20:40:45.205+0000"",""http://portal.vertnet.org/o/ttu/mammals?id=43535"",""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""US"",""none"",""none"",""United States of America"",NA,""urn:catalog:TTU:Mammals:43535"",NA,NA,""3/4/1986"",NA,""UNITED STATES | CALIFORNIA | SAN DIEGO | SAN DIEGO ZOOLOGICAL GARDENS"",""Mammals"",""911674609"",""urn:catalog:TTU:Mammals:43535"",NA,""43535"",""OWEN, R D";" JONES, E M"",NA,""TTU"",NA,NA,NA,""Speothos venaticus venaticus"",NA,NA,NA,""urn:lsid:biocol.org:col:34902"",""San Diego"",NA,NA,NA,""PhysicalObject"",NA,NA,NA,NA,NA,NA,NA,NA,""SAN DIEGO ZOOLOGICAL GARDENS"",NA,""en"",NA,NA,NA,NA,NA,""NORTH_AMERICA"",""249"",""AL | alcoholic"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""FEMALE"",""SPEOTHOS"",NA,NA,NA,NA,NA,NA,""present"",NA,NA,NA,NA,NA,""| United States | California | San Diego |  |  |  |"",NA,""NATIVE"",""venaticus"",""ICZN"",""63"",""63"",""http://vertnet.org/resources/norms.html"",NA,NA,NA,NA,""TK907095"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"779866229,""Speothos venaticus (Lund, 1842)"",NA,NA,"""",""b7ec1bf8-819b-11e2-bad2-00145eb45e9a"",""10980920-6dad-11da-ad13-b8a03c50a862"",""603790d6-f762-11e1-a439-00145eb45e9a"",""DE"",""BIOCASE"",""2020-04-07T16:22:00.096+0000"",""2020-04-07T17:43:00.100+0000"",151,""none"",""OBSERVATION"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1986,5,25,""1986-05-25T10:45:00"",NA,""2020-04-07T17:43:00.100+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""DE"",""none"",""none"",""Germany"",NA,NA,NA,NA,NA,NA,NA,""TSA"",""779866229"",NA,NA,""TSA:Speothos_venaticus_V_1662_81_2"",""Tembrock, G�nter"",NA,""MfN"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""Zoo Berlin"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"779866230,""Speothos venaticus (Lund, 1842)"",NA,NA,""muluriiv"",""b7ec1bf8-819b-11e2-bad2-00145eb45e9a"",""10980920-6dad-11da-ad13-b8a03c50a862"",""603790d6-f762-11e1-a439-00145eb45e9a"",""DE"",""BIOCASE"",""2020-04-07T16:22:00.096+0000"",""2020-04-07T17:43:01.346+0000"",151,""none"",""OBSERVATION"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1986,5,25,""1986-05-25T11:01:00"",NA,""2020-04-07T17:43:01.346+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""DE"",""none"",""none"",""Germany"",NA,NA,NA,NA,NA,NA,NA,""TSA"",""779866230"",NA,NA,""TSA:Speothos_venaticus_V_1665_1_1"",""Tembrock, G�nter"",NA,""MfN"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""Zoo Berlin"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"583518026,""Speothos venaticus (Lund, 1842)"",NA,NA,"""",""6ce7290f-47f6-4046-8356-371f5b6749df"",""66522820-055c-11d8-b84e-b8a03c50a862"",""a43950ae-eb88-4ef4-bfff-43bcf12885ad"",""US"",""DWC_ARCHIVE"",""2020-04-01T18:52:35.249+0000"",""2020-04-01T18:52:53.811+0000"",418,""none"",""PRESERVED_SPECIMEN"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1986,8,1,""1986-08-01T00:00:00"",""2020-01-14T12:26:06.000+0000"",""2020-04-01T18:52:53.811+0000"",NA,""http://creativecommons.org/publicdomain/zero/1.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""none"",""none"",""none"",NA,NA,""urn:catalog:CAS:MAM:23105"",NA,NA,""1 Aug 1986"",NA,NA,""MAM"",""583518026"",""urn:catalog:CAS:MAM:23105"",NA,""23105"",""San Francisco Zoo"",NA,""CAS"",NA,""Complete skeleton, with 1 clavicle missing.  Born at National Zoological Park Conservation Center 23 June 1980.  Died at San Francisco Zoo, San Francisco Co., Calif."",NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,""PhysicalObject"",NA,NA,NA,NA,NA,NA,NA,NA,""unspecified"",NA,""en"",NA,NA,NA,NA,NA,NA,""LT2542"",""SL";" SK"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""FEMALE"",""Animalia"; Chordata; Mammalia; Carnivora;" Canidae"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""213"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;
"347796805,""Speothos venaticus (Lund, 1842)"",NA,NA,"""",""9666593a-f762-11e1-a439-00145eb45e9a"",""c76cf030-2a95-11da-9cc1-b8a03c50a862"",""60383ab8-f762-11e1-a439-00145eb45e9a"",""DE"",""BIOCASE"",""2020-04-11T18:32:20.610+0000"",""2020-04-12T06:31:08.029+0000"",94,""none"",""PRESERVED_SPECIMEN"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1986,NA,NA,""1986-01-01T00:00:00"",NA,""2020-04-12T06:31:08.029+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""none"",""none"",""none"",NA,NA,NA,NA,NA,NA,NA,NA,""Collection Mammalia"",""347796805"",NA,NA,""71068"",NA,NA,""SMF"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"347796808,""Speothos venaticus (Lund, 1842)"",NA,NA,"""",""9666593a-f762-11e1-a439-00145eb45e9a"",""c76cf030-2a95-11da-9cc1-b8a03c50a862"",""60383ab8-f762-11e1-a439-00145eb45e9a"",""DE"",""BIOCASE"",""2020-04-11T18:32:20.610+0000"",""2020-04-12T06:31:08.025+0000"",94,""none"",""PRESERVED_SPECIMEN"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1986,NA,NA,""1986-01-01T00:00:00"",NA,""2020-04-12T06:31:08.025+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""none"",""none"",""none"",NA,NA,NA,NA,NA,NA,NA,NA,""Collection Mammalia"",""347796808"",NA,NA,""71069"",NA,NA,""SMF"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"779866223,""Speothos venaticus (Lund, 1842)"",NA,NA,"""",""b7ec1bf8-819b-11e2-bad2-00145eb45e9a"",""10980920-6dad-11da-ad13-b8a03c50a862"",""603790d6-f762-11e1-a439-00145eb45e9a"",""DE"",""BIOCASE"",""2020-04-07T16:22:00.096+0000"",""2020-04-07T17:43:01.899+0000"",151,""none"",""OBSERVATION"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1985,8,9,""1985-08-09T12:52:00"",NA,""2020-04-07T17:43:01.899+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""DE"",""none"",""none"",""Germany"",NA,NA,NA,NA,NA,NA,NA,""TSA"",""779866223"",NA,NA,""TSA:Speothos_venaticus_V_1659_31_1"",""Tembrock, G�nter"",NA,""MfN"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""Zoo Berlin"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"779866227,""Speothos venaticus (Lund, 1842)"",NA,NA,"""",""b7ec1bf8-819b-11e2-bad2-00145eb45e9a"",""10980920-6dad-11da-ad13-b8a03c50a862"",""603790d6-f762-11e1-a439-00145eb45e9a"",""DE"",""BIOCASE"",""2020-04-07T16:22:00.096+0000"",""2020-04-07T17:43:00.099+0000"",151,""none"",""OBSERVATION"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1985,9,10,""1985-09-10T11:27:00"",NA,""2020-04-07T17:43:00.099+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""DE"",""none"",""none"",""Germany"",NA,NA,NA,NA,NA,NA,NA,""TSA"",""779866227"",NA,NA,""TSA:Speothos_venaticus_V_1660_4_1"",""Tembrock, G�nter"",NA,""MfN"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""Zoo Berlin"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"779866228,""Speothos venaticus (Lund, 1842)"",NA,NA,""muluriiv"",""b7ec1bf8-819b-11e2-bad2-00145eb45e9a"",""10980920-6dad-11da-ad13-b8a03c50a862"",""603790d6-f762-11e1-a439-00145eb45e9a"",""DE"",""BIOCASE"",""2020-04-07T16:22:00.096+0000"",""2020-04-07T17:43:00.119+0000"",151,""none"",""OBSERVATION"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1985,9,10,""1985-09-10T12:37:00"",NA,""2020-04-07T17:43:00.119+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""DE"",""none"",""none"",""Germany"",NA,NA,NA,NA,NA,NA,NA,""TSA"",""779866228"",NA,NA,""TSA:Speothos_venaticus_V_1660_5_1"",""Tembrock, G�nter"",NA,""MfN"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""Zoo Berlin"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"779866224,""Speothos venaticus (Lund, 1842)"",NA,NA,"""",""b7ec1bf8-819b-11e2-bad2-00145eb45e9a"",""10980920-6dad-11da-ad13-b8a03c50a862"",""603790d6-f762-11e1-a439-00145eb45e9a"",""DE"",""BIOCASE"",""2020-04-07T16:22:00.096+0000"",""2020-04-07T17:43:00.244+0000"",151,""none"",""OBSERVATION"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1985,10,4,""1985-10-04T10:44:00"",NA,""2020-04-07T17:43:00.244+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""DE"",""none"",""none"",""Germany"",NA,NA,NA,NA,NA,NA,NA,""TSA"",""779866224"",NA,NA,""TSA:Speothos_venaticus_V_1660_31_2"",""Tembrock, G�nter"",NA,""MfN"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""Zoo Berlin"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"779866225,""Speothos venaticus (Lund, 1842)"",NA,NA,""muluriiv"",""b7ec1bf8-819b-11e2-bad2-00145eb45e9a"",""10980920-6dad-11da-ad13-b8a03c50a862"",""603790d6-f762-11e1-a439-00145eb45e9a"",""DE"",""BIOCASE"",""2020-04-07T16:22:00.096+0000"",""2020-04-07T17:43:01.825+0000"",151,""none"",""OBSERVATION"",2434444,1,44,359,732,9701,2434443,2434444,2434444,""Speothos venaticus (Lund, 1842)"",""Animalia"",""Chordata"",""Carnivora"",""Canidae"",""Speothos"",""Speothos venaticus"",""Speothos"",""venaticus"",""SPECIES"",""ACCEPTED"",NA,NA,NA,1985,10,4,""1985-10-04T11:57:00"",NA,""2020-04-07T17:43:01.825+0000"",NA,""http://creativecommons.org/licenses/by/4.0/legalcode"",""none"",""none"",""none"",NA,""Mammalia"",""DE"",""none"",""none"",""Germany"",NA,NA,NA,NA,NA,NA,NA,""TSA"",""779866225"",NA,NA,""TSA:Speothos_venaticus_V_1660_33_2"",""Tembrock, G�nter"",NA,""MfN"",NA,NA,NA,""Speothos venaticus (Lund, 1842)"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""Zoo Berlin"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
