"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","recordNumber","stateProvince","previousCatalogNumber","yearIdentified","county","coordinatePrecision","geoFlag","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","sex","preparationType","individualCount","dayIdentified","relatedCatalogItem"
"239","2019-02-15 11:33:53-02","IPA","IPA","23820","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Harley, R.M.","1974","02","27","Southern America","Brasil","Side road ca. 2 Km. from Estiva, about 12 Km. N. of Senhor do Bonfim on the BA 130 to Juazeiro.","-40.166667","-10.383333","-40.166667","-10.383333","Shrub up to 1,5 m. petals white, stamens purple.","IPA0023820",NA,"Plantae","Jeffrey, C.","16520","Bahia",NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-02-15 11:33:53-02","IPA","IPA","80902","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Melo, E.; França, F.; Moraes, A.O. de; Rebouças, E.M.; França, F.; Moraes, A.O. de; Rebouças, E.M.","2005","06","05","Southern America","Brasil","Fazenda Itaberaba, Morro de Itiberaba. Sítio com pinturas.","-40.082222","-12.499167","-40.082222","-12.499167","Arbusto ca. 1,5m de altura. Folhas membranáceas discolores. Corola branca, anteras azuis.; Ápice do inselberg.","IPA0080902",NA,"Plantae","Gonçalves, J.M.","3939","Bahia",NA,"2005","Itaberaba",NA,NA,"10","200","200",NA,NA,NA,NA,NA,NA
"241","2019-02-15 11:33:53-02","IPA","IPA","66280","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Cavalcanti, M.F.; Rita Pereira; et al.; Rita Pereira; et al.","2003","11","08","Southern America","Brasil","Na borda da trilha velha para as cachoeiras.","-35.7285995483398","-8.47027969360352",NA,NA,"Subarbusto piloso ca. 1,50cm. caule com pelos avermelhados; inflorescência liláses.","IPA0066280",NA,"Plantae","Cavalcanti, M.F.","185","Pernambuco",NA,"2004","Bonito","20932","auto","05",NA,NA,NA,NA,NA,NA,"28",NA
"242","2020-02-21 12:07:27-03","IPA","IPA","53650","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Rita Pereira; Bocage, A.; Bocage, A.","1990","08","21","Southern America","Brasil","Próximo ao açude da Maguary, na descida da mata. Solo argilo arenoso.","-35.7285995483398","-8.47027969360352",NA,NA,"Erva ca. 1m. Flores alvas.","IPA0053650",NA,"Plantae","Rita Pereira","53650","Pernambuco",NA,"1997","Bonito","20932","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-07-26 11:39:27-03","IPA","IPA","67762","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Ferreira, C.","1997","05","23","Southern America","Brasil","Borda da mata. Sítio Linda Aliança.","-36.5685997009277","-9.03028011322021",NA,NA,"Erva; flores alvas.","IPA0067762",NA,"Plantae","Rita Pereira","67762","Pernambuco",NA,"2005","Brejão","11596","auto","10",NA,NA,NA,NA,NA,NA,"17",NA
"244","2019-02-15 11:33:53-02","IPA","IPA","45628","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Andrade-Lima","1980","08","18","Southern America","Brasil",NA,"-35.0349998474121","-8.28666973114014",NA,NA,NA,"IPA0045628","IPA0045628","Plantae","Semir, J.","8863SZ","Pernambuco",NA,"1997","Cabo de Santo Agostinho","25282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-02-15 11:33:53-02","IPA","IPA","27243","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Geraldo Pinto","1974","08",NA,"Southern America","Brasil","Em campos abertos e pastos degradados.","-39.1018981933594","-12.6700000762939",NA,NA,"Subarbusto muito ramificado.","IPA0027243",NA,"Plantae","Barroso, G.M.","42375B","Bahia",NA,NA,"Cruz das Almas","14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-02-15 11:33:53-02","IPA","IPA","5090","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Pickel, B.","1929","11",NA,"Southern America","Brasil","Fazenda do Sr. Notaro. Campo baixo.","-36.4928016662598","-8.89027976989746",NA,NA,NA,"IPA0005090",NA,"Plantae","O'Neill","2184","Pernambuco",NA,"1934","Garanhuns","21839","auto","02",NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-02-15 11:33:53-02","IPA","IPA","87555","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Félix, L.P.; Miranda, A.M.; Semir, J.; Pereira, R.; Miranda, A.M.; Semir, J.; Pereira, R.","1998","06","11","Southern America","Brasil",NA,"-35.5647010803223","-8.20110988616943",NA,NA,"Subarbusto ca. 60cm de altura; flores alvas.; Terrenos pedregosos e encapoeirados.","IPA0087555",NA,"Plantae","Barros, R.","8395","Pernambuco",NA,"2001","Gravatá","19146","auto","09",NA,NA,NA,NA,NA,NA,"21",NA
"248","2019-02-15 11:33:53-02","IPA","IPA","13129","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Andrade-Lima","1962","06","24","Southern America","Brasil","Alto do morro do Cruzeiro.","-35.5647010803223","-8.20110988616943",NA,NA,"Subarbusto 0,80-1 m. Capítulos rosados.","IPA0013129",NA,"Plantae","Barroso, G.M.","62-4062","Pernambuco",NA,"1966","Gravatá","19146","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-02-15 11:33:53-02","IPA","IPA","57172","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Rita Pereira; Semir, J.; Dornelas, N.; Miranda, A.; Semir, J.; Dornelas, N.; Miranda, A.","1998","06","11","Southern America","Brasil","Em cima da serra. Ambiente degradado.","-35.5647010803223","-8.20110988616943",NA,NA,"Erva ca. 50 cm. Inflorescência rosada. Muito comum na área.","IPA0057172","IPA0057172","Plantae","Rita Pereira","1512GG","Pernambuco",NA,"1998","Gravatá","19146","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-02-15 11:33:53-02","IPA","IPA","7159","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Pickel, B.","1926","07",NA,"Southern America","Brasil","No campo.","-35.5647010803223","-8.20110988616943",NA,NA,"Flores roxas.","IPA0007159",NA,"Plantae","Barroso, G.M.","1119","Pernambuco",NA,"1955","Gravatá","19146","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-02-15 11:33:53-02","IPA","IPA","90058","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Abreu, D.B.O.","2014","07",NA,"Southern America","Brasil","Chapada Diamantina, Comunidade Vale do Capão.","-41.5588989257812","-12.5289001464844",NA,NA,"Material em estudo para Dissertação de Mestrado - Universidade Federal do Oeste da Bahia, campus Barreiras.; Mata úmida / Cerrado /Caatinga","IPA0090058",NA,"Plantae","Rita Pereira","73","Bahia",NA,"2014","Palmeiras","20767","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-02-15 11:33:53-02","IPA","IPA","83417","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Rodrigues, S.A.",NA,NA,NA,"Southern America","Brasil","Povoado Jacurici","-38.1833000183105","-10.7082996368408",NA,NA,"Planta arbustiva, inflorescência em capítulo, caule preto, flor branca com lilás, folhas simples.","IPA0083417",NA,"Plantae","Rita Pereira","13","Sergipe",NA,"2016","Poço Verde","23916","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-02-15 11:33:53-02","IPA","IPA","29731","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Andrade-Lima","1974","05","25","Southern America","Brasil","- PE - Petrolina. (Viagem com José Candido).","-40.1893997192383","-10.4614000320435",NA,NA,NA,"IPA0029731",NA,"Plantae","Semir, J.","7677QO","Bahia",NA,"1997","Senhor do Bonfim","27716","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-11-27 13:46:09-03","UFS","ASE","34038","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","D.C.","Almeida, ES","2014","04","07","Southern America","Brasil",NA,"-37.840556","-11.373333","-37.840556","-11.373333","Subarbusto. Flor amarela. Coordenadas UTM: E (0630928m) N (8741181m). N° do conglomerado: 166, N° da subunidade: 1, N° da subparcela: 10, N° da árvore: 6R.","ASE0009835","ASE0009835","Magnoliophyta","Carregosa, T","173","Sergipe",NA,"2015","Tomar do Geru",NA,NA,"06",NA,NA,NA,NA,NA,NA,"01",NA
"255","2019-11-27 13:46:09-03","UFS","ASE","34079","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","D.C.","Almeida, ES","2014","09","20","Southern America","Brasil","Solo arenoso.","-37.734222","-11.033222","-37.734222","-11.033222","Arbusto, com flores brancas. Coordenadas em UTM do ponto central: E ( 0621259m) N ( 8781631m), n° do conglomerado: 147, n° da subunidade: 01, n° da subparcela : 2, n°da árvore: 2b.","ASE0009796","ASE0009796","Magnoliophyta","Carregosa, T","501","Sergipe",NA,"2015","Riachão do Dantas",NA,NA,"06",NA,NA,NA,NA,NA,NA,"09",NA
"256","2019-11-08 15:43:56-03","UNESP-IBILCE","SJRP","17677","S","Plantae","Magnoliopsida","Asterales","Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC","G. Hatschbach","1997","01","17","América do Sul","Brasil","lagoa do pato","-42.4749984741211","-14.0693998336792",NA,NA,"Geografia: subarbusto, 50 cm, flor lilás claro. caatinga.;",NA,NA,"Magnoliophyta","H. Robinson","65869","Bahia",NA,"1997","Caetité","53684","auto","01",NA,NA,NA,NA,NA,NA,"01",NA
"257","2020-02-18 15:43:34-03","UFRB","HURB","18546","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, G.; M.Martins e alunos de Sistematica Vegetal 2018.1","2018","08","07",NA,"Brasil","Serra de São José do Aporã;","-39.175","-12.731389","39º10'30W","12º43'53S",NA,"HURB000018546",NA,NA,NA,"3494","Bahia",NA,NA,"Muritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-02-18 15:45:51-03","UFRB","HURB","718","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Machado, C.S.","2008","05","16",NA,"Brasil","EMBRAPA;","-39.098056","-12.661111","39°05'53W","12°39'40S",NA,"HURB000000718",NA,"Anthophyta",NA,"24","Bahia",NA,NA,"Cruz das Almas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-02-18 15:43:33-03","UFRB","HURB","15508","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, G.; Alves,T.; Vieira, G. & Souza, J.","2017","06","20",NA,"Brasil","Lajedo da Igreja;","-39.545556","-12.945278","39º32'44W","12º56'43S",NA,"HURB000015508",NA,NA,"G.V.Fonseca","2506","Bahia",NA,"2017","Elisio Medrado",NA,NA,"11",NA,NA,NA,NA,NA,NA,"17",NA
"260","2020-02-18 15:43:34-03","UFRB","HURB","16284","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Fonseca, G.V.; Fonseca, W.O.; Correia, F.R & Santana, C.R.","2017","08","23",NA,"Brasil","Serra da Jibóia;","-39.487879","-12.844182","39º29'16,363W","12º50'39,0548S",NA,"HURB000016284",NA,NA,"G.V.Fonseca","48","Bahia",NA,"2018","Pedra Branca",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-02-18 15:43:34-03","UFRB","HURB","15596","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, G.; Correia, F.; Nonato, A.; Araujo, R.J. & Dias, L.","2017","07","07",NA,"Brasil","Serra da Penha;","-39.562778","-12.778056","39º33'46W","12º46'41S",NA,"HURB000015596",NA,NA,"G.V.Fonseca","2592","Bahia",NA,"2018","Santa Terezinha",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-02-18 15:45:51-03","UFRB","HURB","701","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Machado, C.S.","2008","03","13",NA,"Brasil","EMBRAPA;","-39.098056","-12.661111","39°05'53W","12°39'40S",NA,"HURB000000701",NA,"Anthophyta",NA,"4","Bahia",NA,NA,"Cruz das Almas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-02-18 15:43:33-03","UFRB","HURB","11243","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, G.; Jardim, J.; Caiafa, A.; Martins, M.L.L.; et al.","2015","10","16",NA,"Brasil","Serra da Copioba;","-39.089444","-12.847222","39º05'22W","12º50'50S",NA,"HURB000011243",NA,NA,"M.L.Guedes","1545","Bahia",NA,"2016","São Felipe",NA,NA,"12",NA,NA,"3",NA,NA,NA,"20",NA
"264","2020-02-18 15:43:34-03","UFRB","HURB","6577","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Aona, L.Y.S.","2013","09","26",NA,"Brasil","Comunidade Grande Vale do Rio Doce; Serra da Bacânia","-39.535667","-12.663278","39°32'08,4 W","12°39'47,8 S","Etnobotânica.","HURB000006577",NA,NA,"B.Louille","3206","Bahia",NA,"2015","Santa Teresinha",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-02-18 15:43:34-03","UFRB","HURB","8420","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Ribeiro, P.L.; turma de Agonomia 2013.2","2014","02","11",NA,"Brasil","Vale do Capão; trilha para a Cachoeira do Rio Preto","-41.525778","-12.604778","41°31'32,8W","12°36'17,2S",NA,"HURB000008420",NA,NA,"G.V.Fonseca & M.Alves","585","Bahia",NA,"2018","Palmeiras",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-02-18 15:43:34-03","UFRB","HURB","18456","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, G.; Rocha, M. & Ribeiro, L.","2018","06","28",NA,"Brasil","Povoado de Rio Seco;","-39.603889","-12.670556","39º36'14W","12º40'14S",NA,"HURB000018456",NA,NA,"G.V.Fonseca","3449","Bahia",NA,"2018","Santa Terezinha",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-02-18 15:43:34-03","UFRB","HURB","6743","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Aona, L.Y.S.; Biggs, N.; Costa, I.R.; Duarte, E.; Fonseca, W.O.; Lucas, E.; Monro, A.","2013","03","02",NA,"Brasil","Parque Nacional de Boa Nova; Setor central, Fazenda Alvorada, Perto do Lagedo dos Beija-flores.","-42.883056","-18.058056","42°52'59 W","18°03'29 S",NA,"HURB000006743",NA,NA,"L. Moura","2139","Bahia",NA,"2014","Boa Nova",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-02-18 15:43:34-03","UFRB","HURB","17154","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Fonseca, G.V.; Costa, G.; Fonseca, W.O.","2017","10","27",NA,"Brasil","Lajedo dos Beija-flores;",NA,"-14.321667","40º15'9","14º19'18S",NA,"HURB000017154",NA,NA,NA,"107","Bahia",NA,NA,"Boa Nova",NA,NA,NA,"900","900",NA,NA,NA,NA,NA,NA
"269","2020-02-18 15:43:34-03","UFRB","HURB","6579","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Aona, L.Y.S.","2013","09","26",NA,"Brasil","Comunidade Grande Vale do Rio Doce; Serra da Bacânia","-39.535667","-12.663278","39°32'08,4 W","12°39'47,8 S","bem aromática. <ll>dwc_commonname:</ll> angélica","HURB000006579",NA,NA,"B. Louille","3208","Bahia",NA,"2015","Santa Teresinha",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-02-18 15:43:34-03","UFRB","HURB","22539","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Dias, N.O.; Sampaio, M.R. & Aona, L.Y.S.","2018","12","12",NA,"Brasil",NA,"-39.4282989501953","-12.7656002044678",NA,NA,NA,"HURB000022539",NA,NA,NA,"1","Bahia",NA,NA,"Castro Alves","26883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-02-18 15:43:34-03","UFRB","HURB","3447","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, G.; Conceição, S.F.; Fonseca, W.O. & Alcântara, J.A.C.","2012","02","15",NA,"Brasil",NA,"-39.1925010681152","-12.9049997329712",NA,NA,NA,"HURB000003447",NA,NA,"B. Loeuille","628","Bahia",NA,"2012","Dom Macedo Costa","9803","auto","05",NA,NA,NA,NA,NA,NA,"28",NA
"272","2020-02-18 15:45:51-03","UFRB","HURB","1305","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Silva, B.C.D.; Aona, L.Y.S.","2008","06","18",NA,"Brasil","Apiário do CCAAB, área da UFRB;","-39.1018981933594","-12.6700000762939",NA,NA,"<ll>dwc_commonname:</ll> caatinga de porco","HURB000001305",NA,"Anthophyta",NA,"4","Bahia",NA,NA,"Cruz das Almas","14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-02-18 15:43:34-03","UFRB","HURB","16694","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Fonsseca, G.V.","2017","09","26",NA,"Brasil","Campus UFRB;","-39.1018981933594","-12.6700000762939",NA,NA,NA,"HURB000016694",NA,NA,"M.Alves","92","Bahia",NA,"2018","Cruz das Almas","14660","auto","03",NA,NA,NA,NA,NA,NA,"06",NA
"274","2020-02-18 15:45:51-03","UFRB","HURB","853","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","PAFC; Melo, P.A. de; Mara e Roberto","2008","10","24",NA,"Brasil","Caongi;","-38.9557991027832","-12.6183004379272",NA,NA,"Apis visitando. <ll>dwc_commonname:</ll> caatinga de criola","HURB000000853",NA,"Anthophyta",NA,"44","Bahia",NA,NA,"Cachoeira","26884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-02-18 15:45:51-03","UFRB","HURB","6","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","PA- Jesus, L.S. de","2006","08","21",NA,"Brasil","CCAAB-UFRB;","-39.1018981933594","-12.6700000762939",NA,NA,NA,"HURB000000006",NA,"Anthophyta","L.Benoit","146","Bahia",NA,"2018","Cruz das Almas","14660","auto","01",NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-02-18 15:43:33-03","UFRB","HURB","25302","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"Oliveira, M.S.; Oliveira, B.S.","2019","07","30",NA,"Brasil","Comunidade Três Lagoas;","-39.6046981811523","-13.0303001403809",NA,NA,"nome popular: Maria preta","HURB000025302","HURB000025302",NA,"G.V.Fonseca",NA,"Bahia",NA,"2019","Amargosa","22699","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-02-18 15:43:34-03","UFRB","HURB","7070","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Carneiro, M.","2013","08","05",NA,"Brasil","Comunidade Três Lagoas;","-39.6046981811523","-13.0303001403809",NA,NA,"Etnobotânica. <ll>dwc_commonname:</ll> maria preta","HURB000007070",NA,NA,"B.Louille",NA,"Bahia",NA,"2015","Amargosa","22699","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-02-18 15:45:51-03","UFRB","HURB","1008","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Menezes, M.C.; Aona,L.Y.S.","2008","06","20",NA,"Brasil","Faz.Campo Limpo, Córrego do Machado; divisa com a área da UFRB","-39.1018981933594","-12.6700000762939",NA,NA,NA,"HURB000001008",NA,"Anthophyta","B. Loeville","4","Bahia",NA,"2012","Cruz das Almas","14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-02-18 15:43:34-03","UFRB","HURB","3088","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Silva, L.C.","2010","06","07",NA,"Brasil","Fazenda Capivari;","-38.9900016784668","-12.6263999938965",NA,NA,NA,"HURB000003088",NA,NA,NA,"395","Bahia",NA,NA,"Muritiba","21641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-02-18 15:43:34-03","UFRB","HURB","2072","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Silva, L.C.; Martins, M.L.L.","2009","07","24",NA,"Brasil","Fazenda Capivari;","-38.9900016784668","-12.6263999938965",NA,NA,NA,"HURB000002072",NA,NA,NA,"82","Bahia",NA,NA,"Muritiba","21641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-02-18 15:43:34-03","UFRB","HURB","2639","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Silva, L.C.","2010","05","10",NA,"Brasil","Fazenda Capivari;","-38.9900016784668","-12.6263999938965",NA,NA,NA,"HURB000002639",NA,NA,"G.V.Fonseca & M.Alves","369","Bahia",NA,"2018","Muritiba","21641","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-02-18 15:43:34-03","UFRB","HURB","2073","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Silva, L.C.; Sousa, F.S.","2009","11","11",NA,"Brasil","Fazenda Capivari;","-38.9900016784668","-12.6263999938965",NA,NA,NA,"HURB000002073",NA,NA,NA,"255","Bahia",NA,NA,"Muritiba","21641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-02-18 15:43:34-03","UFRB","HURB","2071","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Silva, L.C.","2010","02","04",NA,"Brasil","Fazenda Capivari;","-38.9900016784668","-12.6263999938965",NA,NA,NA,"HURB000002071",NA,NA,NA,"291","Bahia",NA,NA,"Muritiba","21641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-02-18 15:43:34-03","UFRB","HURB","2070","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Silva, L.C.","2009","10","21",NA,"Brasil","Fazenda Capivari;","-38.9900016784668","-12.6263999938965",NA,NA,NA,"HURB000002070",NA,NA,NA,"230","Bahia",NA,NA,"Muritiba","21641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-02-18 15:43:34-03","UFRB","HURB","17989","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Fonseca, G.V.; Araújo, R & Nonato, A.","2018","04","11",NA,"Brasil","Margem do lago","-39.2613983154297","-12.9688997268677",NA,NA,NA,"HURB000017989",NA,NA,NA,"183","Bahia",NA,NA,"Santo Antonio de Jesus","16527","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-02-18 15:45:51-03","UFRB","HURB","793","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","José Dionísio","2002","03","29",NA,"Brasil","Missão;","-40.1893997192383","-10.4614000320435",NA,NA,"46A; planta cheirosa, não sabemos se é melífera.","HURB000000793",NA,"Anthophyta","G.V.Fonseca & M.Alves","46","Bahia",NA,"2018","Senhor do Bonfim","27716","auto","03",NA,NA,NA,NA,NA,NA,"06",NA
"287","2020-02-18 15:45:51-03","UFRB","HURB","1070","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Santos, A.; Camurugi, E.; Andrade, M.","2008","10","04",NA,"Brasil","Serra da Jibóia;","-39.5233001708984","-12.771900177002",NA,NA,NA,"HURB000001070",NA,"Anthophyta","G.V.Fonseca",NA,"Bahia",NA,NA,"Santa Teresinha","25196","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-02-18 15:43:34-03","UFRB","HURB","18414","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, G.; Martins, M.L.L.; Luz, P. & Carvalho, A.","2018","07","17",NA,"Brasil","Serra do Jatobá;","-39.8588981628418","-12.8699998855591",NA,NA,NA,"HURB000018414",NA,NA,"G.V.Fonseca","3414","Bahia",NA,"2018","Milagres","24432","auto","12",NA,NA,NA,NA,NA,NA,"04",NA
"289","2020-01-06 14:21:55-03","CPACT","ECT","5727","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","A.A.Oliveira","2018","08","19",NA,"Brasil","Barro Branco. Sítio do Eldhen. Altitude obtida a partir das coordenadas geográficas.","-41.413056","-12.528889","41º24'47''W","12º31'44''S",NA,"ECT0005727","ECT0005727",NA,"N.Roque","1","Bahia",NA,"2018","Lençóis",NA,NA,"08","704","704",NA,NA,NA,NA,"01",NA
"290","2014-11-06 16:16:37-02","UFPB","EAN","6913","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.",NA,"1992","04","16",NA,"Brasil","Serra do Tombador","-40.5183","-11.1806",NA,NA,NA,NA,NA,NA,"R. Barros","4833","Bahia",NA,"2002","Jacobina","62396","auto","06",NA,NA,NA,NA,NA,NA,"10",NA
"291","2014-11-06 16:16:37-02","UFPB","EAN","1273","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.",NA,"1955","02","04",NA,"Brasil","Cultivada em casas pobres","-35.2278","-7.74167",NA,NA,"Subarbustiva .",NA,NA,NA,NA,NA,"Pernambuco",NA,NA,"Nazaré da Mata","9456","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
