"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","recordNumber","stateProvince","previousCatalogNumber","yearIdentified","county","coordinatePrecision","geoFlag","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","sex","preparationType","individualCount","dayIdentified","relatedCatalogItem"
"140","2019-12-17 10:43:18-03","UFPE","UFP","50249","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Sale, M.","1995","05","08",NA,"Brasil","Reserva Ecológica Municipal da Prefeitura de Bonito, solo areno-argiloso.","-35.7285995483398","-8.47027969360352",NA,NA,"Arbusto, pétalas brancas, tubo das anteras violeta.; Arbusto, pétalas brancas, tubo das anteras violeta.","UFP050249",NA,NA,"Loeuille, B.","UFP50249","Pernambuco",NA,"2015","Bonito","20932","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"141","2018-12-03 11:05:50-02","CEPLAC","CEPEC","11907","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"R. M. Harley","1974","02","27",NA,"Brasil","12Km ao N da cidade, BA-130 para Juazeiro. Ca. 2Km da Estiva.","-40.166667","-10.383333","40W10'0","10S23'0",NA,NA,NA,NA,"C. Jeffrey","16520","Bahia",NA,NA,"SENHOR DO BONFIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/11/1977"
"142","2018-12-03 11:05:50-02","CEPLAC","CEPEC","153175","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"Schulte, T.F.","2016","02","22",NA,"Brasil","Conglomerado BA_899-2-10-7RN","-39.604722","-13.030278","39W36'17","13S1'49","<ll>dwc_commonname:</ll>",NA,NA,NA,"C. Pessoa","66","Bahia",NA,NA,"AMARGOSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/6/2017"
"143","2018-12-03 11:05:50-02","CEPLAC","CEPEC","153592","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"Santos, E.A.","2016","02","17",NA,"Brasil","Conglomerado BA_855_P19-3-2-H","-39.523333","-12.771944","39W31'24","12S46'19","<ll>dwc_commonname:</ll>",NA,NA,NA,"C. Pessoa","1189","Bahia",NA,NA,"SANTA TEREsINHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/6/2017"
"144","2018-12-03 11:05:50-02","CEPLAC","CEPEC","37919","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"L. C. de O. Filho","1984","04","04",NA,"Brasil","A 14Km de Maracas, Pé de Serra.","-40.033333","-13.483333","40W2'0","13S29'0","<ll>dwc_commonname:</ll> Catinga-de-criola, maria-preta",NA,NA,NA,"J. D. C. A. Ferreira","148","Bahia",NA,NA,"MARACÁS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/10/1984"
"145","2018-12-03 11:05:50-02","CEPLAC","CEPEC","36924","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"L. R. Noblick","1985","03","13",NA,"Brasil","Faz. Suibra (Boa Sorte), 18Km a leste da cidade, seguindo a ferrovia.","-40.116667","-12.716667","40W7'0","12S43'0",NA,NA,NA,NA,"L. R. Noblick","3664","Bahia",NA,NA,"IAÇÚ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/03/1985"
"146","2018-12-03 11:05:50-02","CEPLAC","CEPEC","40024","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"L. R. Noblick","1992","05","07",NA,"Brasil","Faz. Mocambo.","-39.166667","-12.933333","39W10'","12S56'",NA,NA,NA,NA,"L. R. Noblick","3970","Bahia",NA,NA,"DOM MACEDO COSTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1985"
"147","2018-12-03 11:05:50-02","CEPLAC","CEPEC","43203","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"L. P. de Queiroz","1987","03","27",NA,"Brasil","Campus da UEFS.","-38.966667","-12.25","38W58'","12S15'",NA,NA,NA,NA,"D. J. N. Hind","1492","Bahia",NA,NA,"FEIRA DE SANTANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/02/1991"
"148","2018-12-03 11:05:50-02","CEPLAC","CEPEC","72527","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"H. P. Bautista","1983","09","08",NA,"Brasil","Barracão de Cima. Áreas de agricultura abandonadas.","-40.545278","-11.018611","40W32'43","11S1'7",NA,NA,NA,NA,"D. J. N. Hind","3456","Bahia",NA,NA,"JACOBINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/07/1996"
"149","2018-12-03 11:05:50-02","CEPLAC","CEPEC","72591","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"D. J. N. Hind","1984","08","02",NA,"Brasil","Serra do Tombador.","-40.6725","-11.086944","40W40'21","11S5'13",NA,NA,NA,NA,"D. J. N. Hind","3337","Bahia",NA,NA,"JACOBINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/07/1996"
"150","2018-12-03 11:05:50-02","CEPLAC","CEPEC","73490","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"M. M. Arbo","1997","01","14",NA,"Brasil","5Km NE de da cidade, caminho a São Filipe.","-39.133333","-12.883333","39W8'","12S53'",NA,NA,NA,NA,"H. A. Ogasawara","7197","Bahia",NA,NA,"DOM MACEDO COSTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2013"
"151","2018-12-03 11:05:50-02","CEPLAC","CEPEC","78824","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"R. M. Harley","2000","03","08",NA,"Brasil","estrada para Lagoa Nova.","-41.055278","-11.749444","41W3'19","11S44'58",NA,NA,NA,NA,"R. M. Harley","6092","Bahia",NA,NA,"MORRO DO CHAPÉU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/1997"
"152","2018-12-03 11:05:50-02","CEPLAC","CEPEC","88457","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"J. G. Jardim","2000","02","24",NA,"Brasil","14,5Km na Rod. Elísio Medrado/Sta. Teresinha. Torre da Embratel, ca. 7Km de Pedra Branca.","-39.475833","-12.853611","39W28'33","12S51'13",NA,NA,NA,NA,"H. P. Bautista","2809","Bahia",NA,NA,"SANTA TEREsINHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/05/2002"
"153","2018-12-03 11:05:50-02","CEPLAC","CEPEC","99023","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"A. M. Giulietti","2000","02","24",NA,"Brasil","Estrada para Delfino, 9Km depois de Poços.","-40.478889","-10.488333","40W28'44","10S29'18",NA,NA,NA,NA,"A. M. Giulietti","1799","Bahia",NA,NA,"campo formoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2000"
"154","2018-12-03 11:05:50-02","CEPLAC","CEPEC","99215","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"T. Ribeiro","1988","10","06",NA,"Brasil","Entre a Fazenda Pé de Serra e o riacho do Caldeirão.","-40.554444","-11.4075","40W33'16","11S24'27",NA,NA,NA,NA,"H. P. Bautista","133","Bahia",NA,NA,"miguel calmon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2001"
"155","2018-12-03 11:05:50-02","CEPLAC","CEPEC","99851","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"H. P. Bautista","2001","04","10",NA,"Brasil","Serra da Paciência.","-40.379167","-10.693056","40W22'45","10S41'35",NA,NA,NA,NA,"H. P. Bautista","3117","Bahia",NA,NA,"PINDOBAÇU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2001"
"156","2018-12-03 11:05:50-02","CEPLAC","CEPEC","74385","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"R. M. Harley","1997","02","01",NA,"Brasil","14Km. Ao longo do rio Paraguaçu.","-40.2117004394531","-12.7672004699707",NA,NA,NA,NA,NA,NA,"D. J. N. Hind","5497","Bahia",NA,NA,"IAÇÚ","50006","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2000"
"157","2018-12-03 11:05:50-02","CEPLAC","CEPEC","72759","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"L. P. de Queiroz","2011","06","02",NA,"Brasil","1Km ao NE de Maracás, na Lajinha, ao lado do Cruzeiro.","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,"D. J. N. Hind","3296","Bahia",NA,NA,"MARACÁS","50558","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"158","2018-12-03 11:05:50-02","CEPLAC","CEPEC","46538","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"A. M. de Carvalho","1990","03","15",NA,"Brasil","20Km na Rodovia Jacobina/Morro do Chapeu.","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,NA,"D. J. N. Hind","2814","Bahia",NA,NA,"JACOBINA","62396","auto",NA,NA,NA,NA,NA,NA,NA,NA,"06/02/1991"
"159","2018-12-03 11:05:50-02","CEPLAC","CEPEC","57180","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"A. M. Amorim","1993","02","21",NA,"Brasil","22Km a aprtir da estrada Jacobina/Itaitu.","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,NA,"H. Robinson","981","Bahia",NA,NA,"JACOBINA","62396","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"160","2018-12-03 11:05:50-02","CEPLAC","CEPEC","20605","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"S. A. Mori","1980","03","09",NA,"Brasil","BA-046, trecho Iaçú/Milagres, a 5Km a E de Iaçú.","-40.2117004394531","-12.7672004699707",NA,NA,NA,NA,NA,NA,"H. Robinson","13428","Bahia",NA,NA,"IAÇÚ","50006","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1981"
"161","2018-12-03 11:05:50-02","CEPLAC","CEPEC","34649","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"L. R. Noblick","1983","05","25",NA,"Brasil","Campus da UEFS.","-38.9667015075684","-12.2666997909546","0W0'0","0S0'0",NA,NA,NA,NA,"R. M. King","2684","Bahia",NA,NA,"FEIRA DE SANTANA","46325","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1984"
"162","2018-12-03 11:05:50-02","CEPLAC","CEPEC","48976","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"R. Voeks","2005","10","08",NA,"Brasil","Feira de São Joaquim, ervanário de D. Isabela.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,"T. S. dos Santos","154","Bahia",NA,NA,"SALVADOR","26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1990"
"163","2018-12-03 11:05:50-02","CEPLAC","CEPEC","13404","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"S. A. Mori","1978","03","05",NA,"Brasil","Km 10 ao W na estrada Pocoes/Bom Jesus da Serra (BR-116) .","-40.3652992248535","-14.5297002792358","0W0'0","0S0'0",NA,NA,NA,NA,"H. Robinson","9515","Bahia",NA,NA,"POÇÕES","31357","auto",NA,NA,NA,NA,NA,NA,NA,NA,"01/08/1979"
"164","2018-12-03 11:05:50-02","CEPLAC","CEPEC","15673","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"L. A. Mattos-Silva","1979","02","14",NA,"Brasil","Km 6 da Rod.Maracas/Contendas do Sincora (BA-026).","-40.4308013916016","-13.4411001205444","0W0'0","0S0'0","<ll>dwc_commonname:</ll> Maria-preta, erva-preta",NA,NA,NA,"G. M. Barroso","237","Bahia",NA,NA,"MARACÁS","50558","auto",NA,NA,NA,NA,NA,NA,NA,NA,"01/08/1979"
"165","2018-12-03 11:05:50-02","CEPLAC","CEPEC","31250","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"A. M. de Carvalho","1983","02","09",NA,"Brasil","Km 7 da estrada Maracas/Contendas do Sincora.","-40.4308013916016","-13.4411001205444","0W0'0","0S0'0",NA,NA,NA,NA,"R. M. King","1561","Bahia",NA,NA,"MARACÁS","50558","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1984"
"166","2018-12-03 11:05:50-02","CEPLAC","CEPEC","75312","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"G. Hatschbach","1997","01","17",NA,"Brasil","Lago do Pato.","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,NA,NA,"H. Robinson","65869","Bahia",NA,NA,"CAETITÉ","53684","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997"
"167","2018-12-03 11:05:50-02","CEPLAC","CEPEC","105495","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"G. Hatschbach","2003","06","28",NA,"Brasil","Lajeado Alto.","-40.2117004394531","-12.7672004699707",NA,NA,NA,NA,NA,NA,"M. Dematteis","79843","Bahia",NA,NA,"IAÇÚ","50006","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"168","2018-12-03 11:05:50-02","CEPLAC","CEPEC","54965","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"A. M. de Carvalho","1992","02","19",NA,"Brasil","Ramal a 15Km na estrada Conquista/Ilheus.","-40.8394012451172","-14.8661003112793",NA,NA,NA,NA,NA,NA,"J. Pruski","3803","Bahia",NA,NA,"VITÓRIA DA CONQUISTA","70493","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1992"
"169","2018-12-03 11:05:50-02","CEPLAC","CEPEC","42991","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"L. A. Mattos-Silva","1992","04","08",NA,"Brasil","Ramal c/ entr. a 7Km ao S de Poções, a direita, próx. ao Posto Atalaia-2.Faz. E. Santo a 3Km da Rod.","-40.3652992248535","-14.5297002792358",NA,NA,"<ll>dwc_commonname:</ll> Alecrim-da-folha-larga",NA,NA,NA,"H. Robinson","2340","Bahia",NA,NA,"POÇÕES","31357","auto",NA,NA,NA,NA,NA,NA,NA,NA,"13/09/1988"
"170","2018-12-03 11:05:50-02","CEPLAC","CEPEC","18676","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha",NA,"S. Nunes","1980","01","26",NA,"Brasil","Rod. BA-026, a 26Km ao SW de Maracás.","-40.4308013916016","-13.4411001205444","0W0'0","0S0'0",NA,NA,NA,NA,"S. Nunes","196","Bahia",NA,NA,"MARACÁS","50558","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1980"
"171","2019-08-23 14:11:22-03","UNILA","EVB","3624","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Oliveira, AA","2018","08","19",NA,"Brasil","Barro Branco, sítio do Eldhen.","-41.413056","-12.528889","-41.413056","-12.528889","Doação ALCB- Alunos de Sistemática e Evolução de Espermatófitas; Arbusto, 1m.","EVB003624",NA,NA,"Roque, N","1","Bahia",NA,"2018","Lençois",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-29 10:32:08-03","Fapesp","SINBIOTA","172250006","HumanObservation","Animalia","Mammalia",NA,"Cervidae","Blastocerus","dichotomus","Blastocerus dichotomus",NA,"CESP (1990) - RIMA; Equipe Técnica do DEPRN de Araçatuba¹.",NA,NA,NA,"South America","Brazil",NA,"-50.966701","-20.866699","-50.966701","-20.866699","CESP: Cia Energética de São Paulo. Usina Hidrelétrica Três Irmãos. Pereira Barreto (SP), 1990 (RIMA); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Araçatuba.",NA,NA,"Chordata",NA,NA,"SP",NA,NA,"Pereira Barreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-29 10:32:08-03","Fapesp","SINBIOTA","172260006","HumanObservation","Animalia","Mammalia",NA,"Cervidae","Blastocerus","dichotomus","Blastocerus dichotomus",NA,"CESP (1990) - RIMA; Equipe Técnica do DEPRN de Araçatuba¹.",NA,NA,NA,"South America","Brazil",NA,"-50.833301","-20.983299","-50.833301","-20.983299","CESP: Cia Energética de São Paulo. Usina Hidrelétrica Três Irmãos. Pereira Barreto (SP), 1990 (RIMA); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Araçatuba.",NA,NA,"Chordata",NA,NA,"SP",NA,NA,"Valparaíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-29 10:32:08-03","Fapesp","SINBIOTA","172490006","HumanObservation","Animalia","Mammalia",NA,"Cervidae","Blastocerus","dichotomus","Blastocerus dichotomus",NA,"CESP (1990) - RIMA; Equipe Técnica do DEPRN de Araçatuba¹.",NA,NA,NA,"South America","Brazil",NA,"-51.099998","-20.983299","-51.099998","-20.983299","CESP: Cia Energética de São Paulo. Usina Hidrelétrica Três Irmãos. Pereira Barreto (SP), 1990 (RIMA); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Araçatuba.",NA,NA,"Chordata",NA,NA,"SP",NA,NA,"Mirandópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-29 10:32:08-03","Fapesp","SINBIOTA","172500011","HumanObservation","Animalia","Mammalia",NA,"Cervidae","Blastocerus","dichotomus","Blastocerus dichotomus",NA,"CESP (1990) - RIMA; Equipe Técnica do DEPRN de Araçatuba¹.",NA,NA,NA,"South America","Brazil",NA,"-51.099998","-20.8167","-51.099998","-20.8167","CWESP: Cia Energética de São Paulo. Usina Hidrelétrica Três Irmãos. Pereira barreto (SP), 1990 (RIMA); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Araçatuba.",NA,NA,"Chordata",NA,NA,"SP",NA,NA,"Pereira Barreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-29 10:32:08-03","Fapesp","SINBIOTA","172770001","HumanObservation","Animalia","Mammalia",NA,"Cervidae","Blastocerus","dichotomus","Blastocerus dichotomus",NA,"Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); AES (2001) - RIMA; Equipe Técnica do DEPRN de São Carlos¹.",NA,NA,NA,"South America","Brazil",NA,"-48.5667","-22.016701","-48.5667","-22.016701","Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003); AES Termo Bariri Ltda. MRS - Estudos Ambientais Ltda. Usina Termelétrica Bariri - 750MW. Bariri, 2001(RIMA); Equipe Técnica do Departamento de Proteção dos",NA,NA,"Chordata",NA,NA,"SP",NA,NA,"Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-29 10:32:08-03","Fapesp","SINBIOTA","186190001","HumanObservation","Animalia","Mammalia",NA,"Cervidae","Blastocerus","dichotomus","Blastocerus dichotomus",NA,"MZUSP",NA,NA,NA,"South America","Brazil","Ribeirão São Jerônimo","-50.049999","-21.201099","-50.049999","-21.201099",NA,NA,NA,"Chordata",NA,NA,"SP",NA,NA,"Zacarias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-03-02 13:41:26-03","UFSC","FLOR","46075","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Giuletti, A.M.; Harley, R.M.","2000","02","24",NA,"Brasil","Estrada para Delfino, a 9 Km depois de Poços.","-40.478889","-10.488333","40º28'44''W","10º29'18''S","arbusto, flor capítulo com brácteas verdes, corola branca, anteras lilás, estilete branco, 0,8m altura","FLOR0046075","FLOR0046075",NA,NA,"1799","Bahia",NA,NA,"Campo Formoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-03-02 13:41:26-03","UFSC","FLOR","27991","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Hatschbach, G.; Hatschbach, M. & Ribas, O.S.","1997","01","17",NA,"Brasil","Lagoa do Pato.","-42.4749984741211","-14.0693998336792",NA,NA,"subarbusto, flor lilás-claro, 0,5m altura","FLOR0027991","FLOR0027991",NA,NA,"65869","Bahia",NA,NA,"Caetité","53684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-21 10:00:09-03","IBt","SP","360685","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Ribeiro Filho, AA","2001","02","14",NA,"Brasil","Serra da Jibóia, À margem da estrada da Serra da Pioneira.","-39.466667","-12.833333","-39.466667","-12.833333",NA,"SP031702","SP031702",NA,NA,"180","Bahia",NA,NA,"Santa Terezinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-21 10:00:09-03","IBt","SP","356836","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Stannard, B; Ganev, W; Queiroz, RF","1992","03","13",NA,"Brasil","Estrada Ribeirão-Barra, 1km da saída de Ribeirão.","-41.6636009216309","-13.2496995925903",NA,NA,NA,"SP031703","SP031703",NA,"Hind, DJN","H51879","Bahia",NA,"1998","Abaíra","26531","auto",NA,"950","950",NA,NA,NA,NA,NA,NA
"182","2019-11-21 10:00:09-03","IBt","SP","211093","S","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Lima, A","1962","06","24",NA,"Brasil","Alto do Morro do Cruzeiro.","-35.5647010803223","-8.20110988616943",NA,NA,NA,NA,NA,NA,"Barroso, GM","624062","Pernambuco",NA,"1966","Gravatá","19146","auto","03",NA,NA,NA,NA,NA,NA,"04",NA
"183","2019-11-19 15:43:18-03","UNEB","HUNEB","5219","PreservedSpecimen","Plantae","Dicotyledoneae","Florideophycidae","Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Bautista, H.P.","2001","04","10",NA,"Brasil","Serra da Paciência.","-40.379167","-10.693056","40W22'45''","10S41'35''","Vegetação Arbustiva com grandes áreas abertas. Alt.: 1200 m.","HUNEB0005219",NA,"Angiospermae",NA,"3117HRB 44026","Bahia",NA,NA,"Pindobaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-19 15:43:18-03","UNEB","HUNEB","5421","PreservedSpecimen","Plantae","Dicotyledoneae","Florideophycidae","Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Ribeiro, T.","2001","04","05",NA,"Brasil","Entre a Fazenda Pé de Serra e o riacho do Caldeirão.","-40.554444","-11.4075","40W33'16''","11S24'27''","Vegetação Arbórea semi-caducifolia. Alt.: 820 m.","HUNEB0005421",NA,"Angiospermae",NA,"HRB44067","Bahia",NA,NA,"Miguel Calmon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-19 15:43:18-03","UNEB","HUNEB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae","Florideophycidae","Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","D.C.","Santos, C.P.","2011","11","25",NA,"Brasil",NA,"-38.353099822998","-11.7843999862671",NA,NA,NA,NA,NA,"Angiospermae",NA,"46","Bahia",NA,NA,"Inhambupe","34892","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-19 15:43:18-03","UNEB","HUNEB","13708","PreservedSpecimen","Plantae","Dicotyledoneae","Florideophycidae","Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","D.C.","Santos, C.P.","2011","11","25",NA,"Brasil",NA,"-38.353099822998","-11.7843999862671",NA,NA,NA,"HUNEB0013708",NA,"Angiospermae",NA,"46","Bahia",NA,NA,"Inhambupe","34892","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-19 15:43:18-03","UNEB","HUNEB","7322","PreservedSpecimen","Plantae","Dicotyledoneae","Florideophycidae","Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC","Lima, L.C.L.","2002","08","27",NA,"Brasil","inhambupe","-38.353099822998","-11.7843999862671",NA,NA,NA,"HUNEB0007322",NA,"Angiospermae",NA,"212","Bahia",NA,NA,"Inhambupe","34892","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-11-19 15:43:18-03","UNEB","HUNEB","13709","PreservedSpecimen","Plantae","Dicotyledoneae","Florideophycidae","Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","D.C.","Batista, R.C.R.C","2012","04","20",NA,"Brasil",NA,"-38.3278007507324","-12.4306001663208",NA,NA,NA,"HUNEB0013709",NA,"Angiospermae",NA,"53","Bahia",NA,NA,"Pojuca","27760","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-10-09 11:10:02-03","UFBA","ALCB","04243","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Costa, AL","1962","11","02","Southern America","Brasil","Recôncavo Sul, Oliveira de Campinho","-38.7","-12.533333","-38.7","-12.533333",NA,NA,NA,"Dicotyledon",NA,"s/n","Bahia",NA,NA,"Santo Amaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-10-09 11:10:02-03","UFBA","ALCB","021478","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Gusmão, EF de","1975","04","26","Southern America","Brasil","Sudoeste","-40.833333","-14.85","-40.833333","-14.85",NA,NA,NA,"Dicotyledon","Hind, DJN","s/n","Bahia",NA,"1991","Vitória da Conquista",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-10-09 11:10:02-03","UFBA","ALCB","021570","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Blanchetia","heterotricha","Blanchetia heterotricha","DC.","Gusmão, EF de","1975","04","26","Southern America","Brasil","Sudoeste","-40.833333","-14.85","-40.833333","-14.85",NA,NA,NA,"Dicotyledon","Hind, DJN","s/n","Bahia",NA,"1991","Vitória da Conquista",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
